name,reviews
Courtney Brown,"Moneylion really helped me out of a jam in that I was overdrawn and it still forwarded the requested money.  This works for me since I can still use my debit card to a maximum overdraft amount set by the bank.  If I""m at the maximum, adding the money lion funds allows me to use the funds.  It can also be used to remove an overdraft balance that would generate an overdraft fee that is far larger than the 10% money lion fee."
Work in progress,"MoneyLion is a terrific app for banking, loans, cash advances, and credit score enhancement. By far the most innovative and flexible banking app I’ve seen. 5 Stars!"
cordell,I would like to get more money when I get a n advance
Troy,Quick and easy. Smooth transaction.
skiya Finkle,It’s been a useful tool
Marx,"Money lion has been so easy to navigate,  love the options on this app, when I need a quick loan thru were there quick real application and receiving the money. I love the insta cash.  I highly recommend this to everyone"
Deez Nutz,Better than the others I've tried
romaeshia,They helped me soon as I made the account. A very great way to get advance when you need it!!
Amy,I love money Lion they have been awesome always got my money a day early and the insta cash is always there when I fall short
Teana Huber,I have enjoyed using MoneyLion. It is simple and it helps you build credit while saving money!
jarvis,"I really do enjoy money lion it has a lot of great features  and offers its just the trick of raising your credit score which can be hard but with money lion you can start doing  just that relatively fast also the give great financial advice,oh did I mention the the instant cash the provide you with and all the bonuses  its awesome  I just wish  you could pull more then 50 at a time and I don't know how I feel about the tip thing  it kinda makes me feel obligated to tip 5 bucks every time"
rodrigo,Pros and cons...satisfactory service
gregory,Great easy place to get a money advance an you can pay it back early if you can. Love this option. A. Love using money lion hopefully I can money up to 100 one day for beinga loyal customer
Jess Wells,Very big concept in money banking and sourcing.  Money as you go.  When you need it.  Thanks MoneyLion. Great job. Good to have you as a friend
lori richter,Its been a pleasure being a member of moneylion
sandra,This is a great app to use. Any time your in a bind or if you just need a little Xtra cash. It's that simple just down load the app answer a few questions and they are there for you. I would recommend to all my friends.
tyra,"Honestly I love money lion but lately it’s ruined my financial life as I feel I’m qualified know I’m qualified for more instacash and I receive 2500 worth of direct deposit abs get direct deposits of 500 every Monday and it keeps changing,. Used to have 250 and I’m paying my loan payment on time and they say are late and my insta is paused and like ya I don’t understand why though. They need to have actual people to fix this and not relay in the app and AI to verify."
Larry ,"Money lion is a great way to get money fast when u need it, I've referred it to a few people."
Lisa Jones,Very convenient
alexis,Easy approval!  Great app and customer service.
forsaken sadness,Best bank I have delf with in a long time
James Jones,Well moneylion used to be good but now they only loan $75 so it's not really worthy to me. So I made my last borrowed cash and no more after this.
christopher,Moneylion help protect my finances to keep my money where it belongs in my pocket
jeremy,Always there when I need him! Dave is the way to go instant cash in seconds.
pvivienne,Added too many extra charges to transfer money. We pay a monthly membership fee. That should more than cover access to all the perks of this service. Also banking is not a tipped service why would I tip you after paying $5 just to have quicker access to my money? I pay you $155+ just to have access to $130 and you still try to sneak a tip in there every time. Yes I’m sure I don’t want to tip stop automatically setting a $5 tip each time!!! Use the fee for your tip!
